상호명,상권업종대분류명,상권업종중분류명,상권업종소분류명,표준산업분류명,시도명,시군구명,행정동명,법정동명,행정동코드,법정동코드,지번주소,도로명주소,신우편번호,경도,위도
우리바다,숙박,캠프/별장/펜션,캠프/별장/펜션,기타 관광숙박시설 운영업,제주특별자치도,서귀포시,표선면,표선면,5013032000,5013032021,제주특별자치도 서귀포시 표선면 표선리 2383,제주특별자치도 서귀포시 표선면 민속해안로149번길 2,63629,126.815512,33.30825829
수월식당,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,제주시,한경면,한경면,5011031000,5011031023,제주특별자치도 제주시 한경면 고산리 2207-3,제주특별자치도 제주시 한경면 고산로 34,63008,126.1796777,33.30405876
진명북카페,음식,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,제주특별자치도,제주시,조천읍,조천읍,5011025900,5011025924,제주특별자치도 제주시 조천읍 함덕리 4166-9,제주특별자치도 제주시 조천읍 함덕30길 18,63333,126.6767946,33.53881478
비카페성산일출봉,음식,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,제주특별자치도,서귀포시,성산읍,성산읍,5013025900,5013025931,제주특별자치도 서귀포시 성산읍 난산리 2625-4,제주특별자치도 서귀포시 성산읍 서성일로 511,63632,126.8422946,33.41929487
매우릉쭈꾸미,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,제주시,조천읍,조천읍,5011025900,5011025924,제주특별자치도 제주시 조천읍 함덕리 996,제주특별자치도 제주시 조천읍 함덕16길 11,63333,126.6678023,33.54037728
춘천사나래닭갈비,음식,닭/오리요리,닭갈비전문,한식 음식점업,제주특별자치도,제주시,삼양동,삼양이동,5011061000,5011011400,제주특별자치도 제주시 삼양이동 2146-2,제주특별자치도 제주시 지석2길 13-4,63321,126.5796549,33.52011278
돈풍,음식,한식,갈비/삼겹살,한식 음식점업,제주특별자치도,제주시,노형동,노형동,5011066000,5011012200,제주특별자치도 제주시 노형동 915-2,제주특별자치도 제주시 원노형로 23,63081,126.4851024,33.48695974
한림그때그집,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,제주시,한림읍,한림읍,5011025000,5011025024,제주특별자치도 제주시 한림읍 한림리 1475-3,제주특별자치도 제주시 한림읍 한림로 591,63032,126.2591404,33.40970479
제주남원성당신자영농법인,소매,음/식료품소매,수산물소매,수산물 소매업,제주특별자치도,서귀포시,남원읍,남원읍,5013025300,5013025321,제주특별자치도 서귀포시 남원읍 남원리 1151-3,제주특별자치도 서귀포시 남원읍 남위남성로 10-14,63619,126.7072685,33.28377299
하늘숲민박,숙박,캠프/별장/펜션,캠프/별장/펜션,기타 관광숙박시설 운영업,제주특별자치도,제주시,애월읍,애월읍,5011025300,5011025340,제주특별자치도 제주시 애월읍 하귀1리 1002-4,제주특별자치도 제주시 애월읍 고성북동길 31-9,63059,126.418003,33.46463711
월정허벅,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,제주시,구좌읍,구좌읍,5011025600,5011025626,제주특별자치도 제주시 구좌읍 월정리 648-2,제주특별자치도 제주시 구좌읍 월정중길 64,63358,126.7944913,33.55757982
유일상패,소매,선물/팬시/기념품,기념패/휘장,관광 민예품 및 선물용품 소매업,제주특별자치도,제주시,연동,연동,5011065000,5011013700,제주특별자치도 제주시 연동 290-39,제주특별자치도 제주시 연삼로 32,63118,126.4957824,33.49342788
디아트,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,제주시,조천읍,조천읍,5011025900,5011025924,제주특별자치도 제주시 조천읍 함덕리 1269-19,제주특별자치도 제주시 조천읍 조함해안로 504,63333,126.6669209,33.54238735
제주한라산갈비,음식,한식,갈비/삼겹살,한식 음식점업,제주특별자치도,서귀포시,천지동,서귀동,5013054000,5013010100,제주특별자치도 서귀포시 서귀동 313-10,제주특별자치도 서귀포시 태평로353번길 13,63592,126.5603303,33.24713033
제주밥보장터,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,제주시,이도2동,이도이동,5011054000,5011010400,제주특별자치도 제주시 이도이동 1063-11,제주특별자치도 제주시 남광북1길 31-1,63224,126.5367452,33.49611826
경농,소매,음/식료품소매,청과물소매,과실 및 채소 소매업,제주특별자치도,제주시,이도2동,도남동,5011054000,5011012900,제주특별자치도 제주시 도남동 161-2,제주특별자치도 제주시 원남6길 42,63234,126.5295861,33.48548508
우리집,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,제주시,아라동,아라일동,5011063000,5011011700,제주특별자치도 제주시 아라일동 6080-2,제주특별자치도 제주시 중앙로 600,63238,126.5460734,33.46980282
사랑방,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,제주시,연동,연동,5011065000,5011013700,제주특별자치도 제주시 연동 272-33,제주특별자치도 제주시 신대로12길 51,63124,126.4911646,33.48855736
프린스장,숙박,모텔/여관/여인숙,모텔/여관/여인숙,여관업,제주특별자치도,서귀포시,성산읍,성산읍,5013025900,5013025924,제주특별자치도 서귀포시 성산읍 고성리 298-46,제주특별자치도 서귀포시 성산읍 동류암로36번길 2,63640,126.9169272,33.44929917
모텔준,숙박,모텔/여관/여인숙,모텔/여관/여인숙,여관업,제주특별자치도,제주시,삼도1동,삼도일동,5011055000,5011010500,제주특별자치도 제주시 삼도일동 580-42,제주특별자치도 제주시 서광로26길 8-12,63187,126.523777,33.49937237
나원횟집,음식,일식/수산물,횟집,한식 음식점업,제주특별자치도,서귀포시,중앙동,서귀동,5013053000,5013010100,제주특별자치도 서귀포시 서귀동 254-6,제주특별자치도 서귀포시 동문동로 2,63590,126.5676507,33.24961315
대포,소매,음/식료품소매,청과물소매,과실 및 채소 소매업,제주특별자치도,서귀포시,중문동,중문동,5013061000,5013011200,제주특별자치도 서귀포시 중문동 1886-5,제주특별자치도 서귀포시 천제연로 271,63540,126.4336414,33.25126114
티라한식당,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,서귀포시,성산읍,성산읍,5013025900,5013025924,제주특별자치도 서귀포시 성산읍 고성리 437-1,제주특별자치도 서귀포시 성산읍 섭지코지로25번길 41,63641,126.9185593,33.44258722
일벤토,음식,양식,정통양식/경양식,서양식 음식점업,제주특별자치도,서귀포시,성산읍,성산읍,5013025900,5013025923,제주특별자치도 서귀포시 성산읍 시흥리 1146-3,제주특별자치도 서귀포시 성산읍 시흥상동로77번길 9,63638,126.8965305,33.47508627
도민할인정육,소매,음/식료품소매,정육점,육류 소매업,제주특별자치도,제주시,이도2동,도남동,5011054000,5011012900,제주특별자치도 제주시 도남동 64,제주특별자치도 제주시 도남로 104,63219,126.5280164,33.49113735
디벨랜드해군호텔지점,음식,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,제주특별자치도,제주시,노형동,해안동,5011066000,5011013900,제주특별자치도 제주시 해안동 2378-1,제주특별자치도 제주시 해안마을서2길 19,63077,126.4487284,33.45896693
제이비블랑,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,제주시,봉개동,봉개동,5011062000,5011011600,제주특별자치도 제주시 봉개동 1584-1,제주특별자치도 제주시 진목5길 1,63327,126.5988983,33.48954289
거부한정식,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,제주시,노형동,노형동,5011066000,5011012200,제주특별자치도 제주시 노형동 939-8,제주특별자치도 제주시 원노형로 42-2,63082,126.4846404,33.48506982
하늘오름펜션,숙박,캠프/별장/펜션,캠프/별장/펜션,기타 관광숙박시설 운영업,제주특별자치도,제주시,구좌읍,구좌읍,5011025600,5011025624,제주특별자치도 제주시 구좌읍 덕천리 1325,제주특별자치도 제주시 구좌읍 중산간동로 1909,63356,126.7513023,33.48158833
놀부내장탕,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,서귀포시,대정읍,대정읍,5013025000,5013025021,제주특별자치도 서귀포시 대정읍 상모리 3944-9,제주특별자치도 서귀포시 대정읍 영서중로 21-5,63510,126.2558657,33.2219019
무명서점,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,제주시,한경면,한경면,5011031000,5011031023,제주특별자치도 제주시 한경면 고산리 2210-1,제주특별자치도 제주시 한경면 고산로 26,63008,126.1797575,33.30332067
동부두수산,음식,일식/수산물,음식점-일식,일식 음식점업,제주특별자치도,제주시,건입동,건입동,5011059000,5011010700,제주특별자치도 제주시 건입동 918-28,제주특별자치도 제주시 임항로 85,63280,126.5320573,33.51756532
아띠랑스,숙박,모텔/여관/여인숙,모텔/여관/여인숙,여관업,제주특별자치도,서귀포시,성산읍,성산읍,5013025900,5013025923,제주특별자치도 서귀포시 성산읍 시흥리 10,제주특별자치도 서귀포시 성산읍 해맞이해안로 2614,63638,126.9093777,33.47756225
추자수산,소매,음/식료품소매,어물상,수산물 소매업,제주특별자치도,제주시,건입동,건입동,5011059000,5011010700,제주특별자치도 제주시 건입동 1448,제주특별자치도 제주시 임항로 37,63276,126.52868,33.51678596
제주흑돼지도매센타,소매,음/식료품소매,육류소매,육류 소매업,제주특별자치도,제주시,삼도2동,삼도이동,5011056000,5011010600,제주특별자치도 제주시 삼도이동 1164-11,제주특별자치도 제주시 탑동로 107,63167,126.5172934,33.51546011
궁한스샤브샤브,음식,별식/퓨전요리,샤브샤브전문,한식 음식점업,제주특별자치도,서귀포시,정방동,서귀동,5013052000,5013010100,제주특별자치도 서귀포시 서귀동 496-2,제주특별자치도 서귀포시 명동로 4,63595,126.5626534,33.24679656
양촌뚝배기,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,제주시,연동,연동,5011065000,5011013700,제주특별자치도 제주시 연동 251-23,제주특별자치도 제주시 연동1길 10,63129,126.4866257,33.48907901
마이도,음식,일식/수산물,음식점-일식,일식 음식점업,제주특별자치도,제주시,연동,연동,5011065000,5011013700,제주특별자치도 제주시 연동 282-32,제주특별자치도 제주시 은남2길 35,63124,126.4922044,33.48816431
카페인,음식,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,제주특별자치도,제주시,애월읍,애월읍,5011025300,5011025337,제주특별자치도 제주시 애월읍 곽지리 1635,제주특별자치도 제주시 애월읍 곽지7길 1,63034,126.3084401,33.45005485
신탕국물떡볶이앤도시락,음식,패스트푸드,도시락전문점,한식 음식점업,제주특별자치도,제주시,연동,연동,5011065000,5011013700,제주특별자치도 제주시 연동 1518-3,제주특별자치도 제주시 연화로1길 24,63140,126.489727,33.47839719
밥짓는행복,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,제주시,이도2동,이도이동,5011054000,5011010400,제주특별자치도 제주시 이도이동 1969-12,제주특별자치도 제주시 신설로2길 5-10,63227,126.5421771,33.49497418
올랭이와물꾸럭,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,제주시,이도2동,이도이동,5011054000,5011010400,제주특별자치도 제주시 이도이동 408-9,제주특별자치도 제주시 천수로6길 1,63215,126.5418254,33.50311127
탐라농산,소매,음/식료품소매,청과물소매,과실 및 채소 소매업,제주특별자치도,제주시,애월읍,애월읍,5011025300,5011025326,제주특별자치도 제주시 애월읍 신엄리 3186,제주특별자치도 제주시 애월읍 일주서로 6539-1,63047,126.3520158,33.46779824
남문숯불바베큐앤치킨,음식,양식,바베큐전문,서양식 음식점업,제주특별자치도,서귀포시,대천동,강정동,5013060000,5013011600,제주특별자치도 서귀포시 강정동 178-1,제주특별자치도 서귀포시 신서귀로97번길 84,63567,126.5050709,33.25148223
미친부엌,음식,일식/수산물,음식점-일식,일식 음식점업,제주특별자치도,제주시,삼도2동,삼도이동,5011056000,5011010600,제주특별자치도 제주시 삼도이동 1192-28,제주특별자치도 제주시 탑동로 15,63166,126.5232087,33.51699132
제주유니버커피,음식,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,제주특별자치도,제주시,한림읍,한림읍,5011025000,5011025027,제주특별자치도 제주시 한림읍 명월리 981,제주특별자치도 제주시 한림읍 명월로 161,63014,126.2713438,33.38025977
김동랑,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,제주시,애월읍,애월읍,5011025300,5011025339,제주특별자치도 제주시 애월읍 봉성리 4554,제주특별자치도 제주시 애월읍 평화로 1529,63039,126.3637129,33.36154243
한라상사,음식,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,제주특별자치도,제주시,우도면,우도면,5011033000,5011033021,제주특별자치도 제주시 우도면 연평리 296,제주특별자치도 제주시 우도면 우도해안길 1074,63365,126.969481,33.50096905
우일갈비,음식,한식,갈비/삼겹살,한식 음식점업,제주특별자치도,제주시,건입동,건입동,5011059000,5011010700,제주특별자치도 제주시 건입동 1386,제주특별자치도 제주시 관덕로15길 30-1,63277,126.52708,33.51592849
해품농산물직판장,소매,음/식료품소매,청과물소매,과실 및 채소 소매업,제주특별자치도,서귀포시,표선면,표선면,5013032000,5013032022,제주특별자치도 서귀포시 표선면 하천리 2185-14,제주특별자치도 서귀포시 표선면 가시로198번길 164,63627,126.8122603,33.35165014
드가비치,숙박,캠프/별장/펜션,캠프/별장/펜션,기타 관광숙박시설 운영업,제주특별자치도,제주시,애월읍,애월읍,5011025300,5011025337,제주특별자치도 제주시 애월읍 곽지리 1613,제주특별자치도 제주시 애월읍 곽지5길 21,63034,126.3057159,33.4491161
먹보횟집,음식,일식/수산물,횟집,한식 음식점업,제주특별자치도,제주시,연동,연동,5011065000,5011013700,제주특별자치도 제주시 연동 283-29,제주특별자치도 제주시 연동11길 24,63123,126.4932045,33.48757243
꽃밥,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,제주시,애월읍,애월읍,5011025300,5011025337,제주특별자치도 제주시 애월읍 곽지리 1540-2,제주특별자치도 제주시 애월읍 일주서로 6059,63034,126.308541,33.45150771
수협활어회센터,음식,일식/수산물,음식점-일식,일식 음식점업,제주특별자치도,서귀포시,남원읍,남원읍,5013025300,5013025327,제주특별자치도 서귀포시 남원읍 위미리 1757-12,제주특별자치도 서귀포시 남원읍 위미중앙로196번길 6-13,63610,126.662437,33.27126195
모이세해장국모슬포점,음식,한식,해장국/감자탕,한식 음식점업,제주특별자치도,서귀포시,대정읍,대정읍,5013025000,5013025022,제주특별자치도 서귀포시 대정읍 하모리 1415-4,제주특별자치도 서귀포시 대정읍 동일하모로 201,63508,126.2527696,33.22602366
하얀성,숙박,캠프/별장/펜션,캠프/별장/펜션,기타 관광숙박시설 운영업,제주특별자치도,서귀포시,남원읍,남원읍,5013025300,5013025327,제주특별자치도 서귀포시 남원읍 위미리 2994-1,제주특별자치도 서귀포시 남원읍 위미대화로 23-17,63611,126.6571839,33.27226022
하얀성모텔,숙박,모텔/여관/여인숙,모텔/여관/여인숙,여관업,제주특별자치도,제주시,연동,연동,5011065000,5011013700,제주특별자치도 제주시 연동 261-34,제주특별자치도 제주시 신광로4길 14,63129,126.4886386,33.48903145
황금빛,소매,음/식료품소매,청과물소매,과실 및 채소 소매업,제주특별자치도,제주시,구좌읍,구좌읍,5011025600,5011025629,제주특별자치도 제주시 구좌읍 상도리 994-1,제주특별자치도 제주시 구좌읍 상도로 225-29,63353,126.8573647,33.49504495
새마루,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,제주시,화북동,화북일동,5011060000,5011011100,제주특별자치도 제주시 화북일동 1475-1,제주특별자치도 제주시 벌랑서길 59,63287,126.5733669,33.52481887
뽕이네각재기,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,제주시,일도2동,일도이동,5011052000,5011010200,제주특별자치도 제주시 일도이동 370,제주특별자치도 제주시 동광로 150,63254,126.5422514,33.50851672
김박사꽃찜닭,음식,닭/오리요리,찜닭전문점,한식 음식점업,제주특별자치도,제주시,노형동,노형동,5011066000,5011012200,제주특별자치도 제주시 노형동 1059-4,제주특별자치도 제주시 수덕11길 19,63099,126.4747843,33.48694136
제주별,음식,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,제주특별자치도,서귀포시,성산읍,성산읍,5013025900,5013025926,제주특별자치도 서귀포시 성산읍 온평리 1563-4,제주특별자치도 서귀포시 성산읍 일주동로 4733,63633,126.8980577,33.4079282
제주늘봄최부기,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,제주시,애월읍,애월읍,5011025300,5011025339,제주특별자치도 제주시 애월읍 봉성리 4554,제주특별자치도 제주시 애월읍 평화로 1529,63039,126.3637129,33.36154243
가시식당,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,서귀포시,표선면,표선면,5013032000,5013032024,제주특별자치도 서귀포시 표선면 가시리 1895-1,제주특별자치도 서귀포시 표선면 중산간동로 5215,63623,126.7708876,33.35315896
팜프러스유통,소매,음/식료품소매,청과물소매,과실 및 채소 소매업,제주특별자치도,제주시,아라동,아라이동,5011063000,5011011800,제주특별자치도 제주시 아라이동 1163-10,제주특별자치도 제주시 월두2길 63-1,63246,126.5495167,33.48589128
이태리너랑같이제주,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,제주시,삼도1동,삼도일동,5011055000,5011010500,제주특별자치도 제주시 삼도일동 579-18,제주특별자치도 제주시 서광로20길 3-11,63186,126.5227246,33.49924262
제주명품옥돔군고등어양,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,제주시,일도1동,일도일동,5011051000,5011010100,제주특별자치도 제주시 일도일동 1481-2,제주특별자치도 제주시 동문로2길 9,63264,126.5268733,33.51224762
제주가전하는전복닭한마리와보쌈이야기,음식,닭/오리요리,삼계탕전문,한식 음식점업,제주특별자치도,서귀포시,성산읍,성산읍,5013025900,5013025924,제주특별자치도 서귀포시 성산읍 고성리 323-6,제주특별자치도 서귀포시 성산읍 동류암로39번길 15,63640,126.9154192,33.4477442
청와삼대,음식,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,제주특별자치도,제주시,노형동,노형동,5011066000,5011012200,제주특별자치도 제주시 노형동 2581-2,제주특별자치도 제주시 월랑로 43,63100,126.4754885,33.4891228
수림카페하우스,음식,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,제주특별자치도,제주시,한림읍,한림읍,5011025000,5011025024,제주특별자치도 제주시 한림읍 한림리 1314-39,제주특별자치도 제주시 한림읍 한림북동길 25-2,63031,126.2636857,33.41735043
가마솥애,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,제주시,일도2동,일도이동,5011052000,5011010200,제주특별자치도 제주시 일도이동 377-13,제주특별자치도 제주시 고마로17길 5,63254,126.5417917,33.50576151
원풍해장국,음식,한식,해장국/감자탕,한식 음식점업,제주특별자치도,제주시,조천읍,조천읍,5011025900,5011025924,제주특별자치도 제주시 조천읍 함덕리 1002-104,제주특별자치도 제주시 조천읍 신북로 550,63333,126.6683544,33.54087909
이태리너랑같이,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,제주시,삼도1동,삼도일동,5011055000,5011010500,제주특별자치도 제주시 삼도일동 579-18,제주특별자치도 제주시 서광로20길 3-11,63186,126.5227246,33.49924262
남원호박까페,음식,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,제주특별자치도,서귀포시,남원읍,남원읍,5013025300,5013025321,제주특별자치도 서귀포시 남원읍 남원리 102-2,제주특별자치도 서귀포시 남원읍 태위로679번길 2-1,63621,126.7192806,33.27938918
청지목,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,제주시,조천읍,조천읍,5011025900,5011025929,제주특별자치도 제주시 조천읍 교래리 651,제주특별자치도 제주시 조천읍 교래4길 20,63345,126.6724983,33.42529371
법인탐라농산,소매,음/식료품소매,청과물소매,과실 및 채소 소매업,제주특별자치도,제주시,삼양동,도련일동,5011061000,5011013000,제주특별자치도 제주시 도련일동 1938-5,제주특별자치도 제주시 건주로4길 6-4,63323,126.580342,33.51627092
일출축산,소매,음/식료품소매,육류소매,육류 소매업,제주특별자치도,제주시,화북동,화북일동,5011060000,5011011100,제주특별자치도 제주시 화북일동 4090-8,제주특별자치도 제주시 진남로 21,63286,126.5626545,33.522973
디아트함덕,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,제주시,조천읍,조천읍,5011025900,5011025924,제주특별자치도 제주시 조천읍 함덕리 1269-19,제주특별자치도 제주시 조천읍 조함해안로 504,63333,126.6669209,33.54238735
키즈펜션M,숙박,캠프/별장/펜션,캠프/별장/펜션,기타 관광숙박시설 운영업,제주특별자치도,서귀포시,안덕면,안덕면,5013031000,5013031021,제주특별자치도 서귀포시 안덕면 화순리 2015-21,제주특별자치도 서귀포시 안덕면 화순로 191-25,63530,126.3259231,33.24655782
부엉이농장,소매,음/식료품소매,청과물소매,과실 및 채소 소매업,제주특별자치도,제주시,삼양동,도련일동,5011061000,5011013000,제주특별자치도 제주시 도련일동 2365,제주특별자치도 제주시 도련남3길 24,63328,126.5864744,33.5051885
다온정,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,제주시,이도2동,이도이동,5011054000,5011010400,제주특별자치도 제주시 이도이동 1051-1,제주특별자치도 제주시 가령로4길 18,63211,126.5347956,33.4975107
해변정식당,음식,일식/수산물,음식점-일식,일식 음식점업,제주특별자치도,서귀포시,안덕면,안덕면,5013031000,5013031025,제주특별자치도 서귀포시 안덕면 사계리 2076-3,제주특별자치도 서귀포시 안덕면 사계남로 157,63528,126.3068606,33.22853879
자매정식,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,제주시,외도동,외도일동,5011067000,5011012300,제주특별자치도 제주시 외도일동 560-1,제주특별자치도 제주시 우정로11길 18,63070,126.4328957,33.48763578
화요외,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,제주시,노형동,노형동,5011066000,5011012200,제주특별자치도 제주시 노형동 2586-3,제주특별자치도 제주시 수덕로 81,63103,126.4697418,33.48366961
해짓골,숙박,모텔/여관/여인숙,모텔/여관/여인숙,여관업,제주특별자치도,제주시,건입동,건입동,5011059000,5011010700,제주특별자치도 제주시 건입동 1410,제주특별자치도 제주시 중앙로3길 1,63277,126.5251953,33.51599622
삼화포구,음식,일식/수산물,횟집,한식 음식점업,제주특별자치도,제주시,삼양동,삼양일동,5011061000,5011011300,제주특별자치도 제주시 삼양일동 1775,제주특별자치도 제주시 서흘1길 26,63314,126.5891809,33.52873257
코리아커피,음식,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,제주특별자치도,제주시,화북동,화북일동,5011060000,5011011100,제주특별자치도 제주시 화북일동 12-1,제주특별자치도 제주시 동화로1길 10,63301,126.5734453,33.51873413
하이,숙박,모텔/여관/여인숙,모텔/여관/여인숙,여관업,제주특별자치도,제주시,연동,연동,5011065000,5011013700,제주특별자치도 제주시 연동 272-22,제주특별자치도 제주시 은남1길 46,63124,126.4910311,33.48943026
착한전복별관,음식,중식,중국음식/중국집,중식 음식점업,제주특별자치도,서귀포시,예래동,색달동,5013062000,5013011900,제주특별자치도 서귀포시 색달동 2481-10,제주특별자치도 서귀포시 천제연로 119,63534,126.4182474,33.2546005
제주궁수산,음식,일식/수산물,횟집,한식 음식점업,제주특별자치도,제주시,애월읍,애월읍,5011025300,5011025333,제주특별자치도 제주시 애월읍 고내리 474,제주특별자치도 제주시 애월읍 애월해안로 270,63046,126.3400547,33.46833281
청아테크,숙박,모텔/여관/여인숙,모텔/여관/여인숙,여관업,제주특별자치도,제주시,연동,연동,5011065000,5011013700,제주특별자치도 제주시 연동 261-31,제주특별자치도 제주시 제원1길 3,63129,126.4890555,33.4891898
제이앤비가족호텔,숙박,모텔/여관/여인숙,모텔/여관/여인숙,여관업,제주특별자치도,서귀포시,영천동,토평동,5013056000,5013011100,제주특별자치도 서귀포시 토평동 237-2,제주특별자치도 서귀포시 토평남로30번길 10-8,63604,126.5926697,33.26061002
르메인호텔,숙박,모텔/여관/여인숙,모텔/여관/여인숙,여관업,제주특별자치도,제주시,한림읍,한림읍,5011025000,5011025031,제주특별자치도 제주시 한림읍 협재리 1607,제주특별자치도 제주시 한림읍 한림로 392,63011,126.2444744,33.39705689
제주오션팰리스호텔레스토랑,음식,양식,정통양식/경양식,서양식 음식점업,제주특별자치도,서귀포시,정방동,서귀동,5013052000,5013010100,제주특별자치도 서귀포시 서귀동 494,제주특별자치도 서귀포시 중앙로 14,63595,126.5623991,33.2459461
앙뚜아네트,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,제주시,용담2동,용담삼동,5011058000,5011011000,제주특별자치도 제주시 용담삼동 503-5,제주특별자치도 제주시 서해안로 671,63151,126.5088637,33.5162154
케빈스보일링크랩,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,제주시,구좌읍,구좌읍,5011025600,5011025626,제주특별자치도 제주시 구좌읍 월정리 33-12,제주특별자치도 제주시 구좌읍 해맞이해안로 486,63358,126.7987441,33.55453767
유니온,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,제주시,구좌읍,구좌읍,5011025600,5011025626,제주특별자치도 제주시 구좌읍 월정리 33-12,제주특별자치도 제주시 구좌읍 해맞이해안로 486,63358,126.7987441,33.55453767
오아일랜드,음식,양식,정통양식/경양식,서양식 음식점업,제주특별자치도,제주시,우도면,우도면,5011033000,5011033021,제주특별자치도 제주시 우도면 연평리 64,제주특별자치도 제주시 우도면 우도해안길 932,63365,126.9650909,33.51175204
해비치쉼터,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,서귀포시,표선면,표선면,5013032000,5013032021,제주특별자치도 서귀포시 표선면 표선리 861-1,제주특별자치도 서귀포시 표선면 표선중앙로 109,63629,126.8355945,33.32586785
엄블랑,숙박,캠프/별장/펜션,캠프/별장/펜션,기타 관광숙박시설 운영업,제주특별자치도,서귀포시,안덕면,안덕면,5013031000,5013031025,제주특별자치도 서귀포시 안덕면 사계리 3562,제주특별자치도 서귀포시 안덕면 형제해안로132번길 15-24,63528,126.2921917,33.22104455
엄블랑,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,제주시,우도면,우도면,5011033000,5011033021,제주특별자치도 제주시 우도면 연평리 242-4,제주특별자치도 제주시 우도면 영일길 156-12,63365,126.9675524,33.50116037
글라스믹,음식,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,제주특별자치도,제주시,애월읍,애월읍,5011025300,5011025340,제주특별자치도 제주시 애월읍 하귀1리 192-9,제주특별자치도 제주시 애월읍 하광로 23,63054,126.4124741,33.48350814
현순이네야채,소매,음/식료품소매,청과물소매,과실 및 채소 소매업,제주특별자치도,제주시,이도1동,이도일동,5011053000,5011010300,제주특별자치도 제주시 이도일동 1419-10,제주특별자치도 제주시 중앙로13길 1,63192,126.5247994,33.51142054
회조아,음식,일식/수산물,횟집,한식 음식점업,제주특별자치도,제주시,연동,연동,5011065000,5011013700,제주특별자치도 제주시 연동 304-18,제주특별자치도 제주시 신대로 131,63134,126.4968132,33.4854615
트라인커피,음식,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,제주특별자치도,제주시,조천읍,조천읍,5011025900,5011025922,제주특별자치도 제주시 조천읍 와흘리 1908-1,제주특별자치도 제주시 조천읍 와흘상길 34,63344,126.6332958,33.49382192
제주팜브릿지,소매,음/식료품소매,청과물소매,과실 및 채소 소매업,제주특별자치도,서귀포시,표선면,표선면,5013032000,5013032022,제주특별자치도 서귀포시 표선면 하천리 1474,제주특별자치도 서귀포시 표선면 풍천로273번길 151-22,63627,126.8239038,33.35982159
예산양어장메기탕,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,서귀포시,대천동,강정동,5013060000,5013011600,제주특별자치도 서귀포시 강정동 2919-1,제주특별자치도 서귀포시 말질로161번길 10-1,63563,126.4811731,33.23663178
칠돈가성산점,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,서귀포시,성산읍,성산읍,5013025900,5013025922,제주특별자치도 서귀포시 성산읍 오조리 1010-1,제주특별자치도 서귀포시 성산읍 고성오조로 137,63640,126.9129622,33.45588246
